No,Nama_Dosen,Prodi,Fakultas,Profile_URL_SINTA,Profile_URL_GScholar,Sinta_Score,Sinta_Score_3Yr,Affil_Score,Affil_Score_3Yr,Total_Publikasi_GS,Sitasi_GS,h_index_GS,i10_index_GS,Pub_2020,Pub_2021,Pub_2022,Pub_2023,Pub_2024,Pub_2025,Pub_2026,Kategori_Kinerja,Anomali,Keterangan_Anomali
80,INDRIYANI NUR,Ilmu Perikanan (S2),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/5973048,https://scholar.google.com/citations?user=j2RZbNkAAAAJ,790,149,5457760,721200,119,438,10,14,11,9,7,5,6,10,7,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
81,JUHARSAH,Manajemen (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5993286,https://scholar.google.com/citations?user=PCcBAM0AAAAJ,427,177,5334370,1784470,119,238,8,5,15,5,10,9,18,16,9,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
82,R MARSUKI ISWANDI,Ilmu Pertanian (S3),Pascasarjana,https://sinta.kemdiktisaintek.go.id/authors/profile/260037,https://scholar.google.com/citations?user=-f-FuDcAAAAJ,1258,508,4705480,820210,117,392,10,11,9,9,7,11,13,10,4,Berpengaruh,Tidak,
83,NURDIANA A,Agrobisnis Perikanan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/259572,https://scholar.google.com/citations?user=pxbXEAUAAAAJ,667,275,5044190,2062100,117,182,6,5,8,8,11,13,14,19,8,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
84,NUR ARFA YANTI,Biologi (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/5973550,https://scholar.google.com/citations?user=-NClpBIAAAAJ,1990,542,8684500,854583,116,699,15,20,6,14,5,12,7,5,0,Berpengaruh,Tidak,
85,WEKA GUSMIARTY ABDULLAH,Agribisnis (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/257173,https://scholar.google.com/citations?user=Np7-SyoAAAAJ,684,180,5824900,1876010,116,326,9,8,2,3,4,17,15,12,4,Produktif,Ya,[D] Lonjakan Tidak Wajar: 325% di Tahun 2023. 
86,DEVI SAVITRI EFENDY,Kesehatan Masyarakat (S1),Fakultas Kesehatan Masyarakat,https://sinta.kemdiktisaintek.go.id/authors/profile/6685569,https://scholar.google.com/citations?user=6Is-WrMAAAAJ,495,161,7212430,3373570,115,1774,14,17,5,4,16,18,18,41,0,Produktif,Tidak,
87,ADITYA RACHMAN,Teknik Mesin (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6587017,https://scholar.google.com/citations?user=9xep4UcAAAAJ,296,245,423,372,115,586,14,19,4,4,5,18,11,19,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
88,ASRIULLAH JABBAR,Farmasi (S2),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/5984686,https://scholar.google.com/citations?user=bVaD_KQAAAAJ,2075,519,7110940,2858880,115,542,15,22,4,6,16,18,19,17,13,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
89,ASRUL SANI,Matematika (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6689494,https://scholar.google.com/citations?user=Tz2_u44AAAAJ,1905,616,0,0,115,481,11,12,3,5,7,17,17,13,3,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
90,LA HATANI,Manajemen (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6013603,https://scholar.google.com/citations?user=7Ro8mAkAAAAJ,404,112,4969470,425054,115,351,10,12,9,13,9,3,4,9,6,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
91,SAEDIMAN,Agribisnis (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6672950,https://scholar.google.com/citations?user=mnDIUX0AAAAJ,954,134,6760920,1317290,114,1106,17,28,7,15,3,11,13,16,1,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
92,MUHAMMAD ZAKARIA UMAR,Teknik Arsitektur (D3),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/5973624,https://scholar.google.com/citations?user=_ZmjK9cAAAAJ,363,67,6759340,793366,114,314,8,7,12,4,7,3,2,8,0,Produktif,Tidak,
93,TRY SUGIYARTO SOEPARYANTO,Teknik Sipil (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/6664696,https://scholar.google.com/citations?user=y4l9PKsAAAAJ,2058,478,4800160,2354270,114,199,8,4,4,5,1,5,24,28,9,Berpengaruh,Ya,[D] Lonjakan Tidak Wajar: 380% di Tahun 2024. 
94,SITTI RAHMANIAR ABUBAKAR,Pendidikan Guru Pendidikan Anak Usia Dini (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6196298,https://scholar.google.com/citations?user=IXx-m94AAAAJ,222,51,4341350,913433,112,289,8,8,14,8,8,6,9,21,9,Cukup,Tidak,
95,IDA USMAN,Fisika (S2),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/5980302,https://scholar.google.com/citations?user=_jVIrooAAAAJ,1028,446,4947910,1390280,112,267,9,8,12,7,3,15,10,12,4,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 400% di Tahun 2023. 
96,AMINUDIN MANE KANDARI,Ilmu Lingkungan (S1),Fakultas Kehutanan dan Ilmu Lingkungan,https://sinta.kemdiktisaintek.go.id/authors/profile/5975618,https://scholar.google.com/citations?user=YWqwe48AAAAJ,1227,269,4601660,416271,112,225,8,7,11,12,12,6,25,5,4,Berpengaruh,Ya,[D] Lonjakan Tidak Wajar: 317% di Tahun 2024. 
97,HUSNA,Kehutanan (S1),Fakultas Kehutanan dan Ilmu Lingkungan,https://sinta.kemdiktisaintek.go.id/authors/profile/6081278,https://scholar.google.com/citations?user=PMNwtYUAAAAJ,1884,1095,1884,1095,111,502,12,16,15,13,14,12,9,5,2,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
98,NATSIR SANDIAH,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6039739,https://scholar.google.com/citations?user=PaF9ggMAAAAJ,654,130,3643820,542253,111,425,9,8,16,25,12,9,6,11,6,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
99,KARSADI,Pendidikan Ilmu Pengetahuan Sosial (S2),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6029000,https://scholar.google.com/citations?user=ND55n-cAAAAJ,467,76,9550130,377407,111,216,6,4,9,7,4,4,1,3,1,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
100,I WAYAN SUTAPA,Kimia (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/5978832,https://scholar.google.com/citations?user=rA7LxRUAAAAJ,1757,501,6195760,1208870,110,736,13,17,10,6,7,8,13,14,5,Berpengaruh,Tidak,
101,HALIM,Agronomi (S2),Fakultas Pertanian,https://sinta.kemdiktisaintek.go.id/authors/profile/5973295,https://scholar.google.com/citations?user=s4jyBGYAAAAJ,3706,1174,3706,1174,110,687,8,4,13,16,6,11,10,5,4,Berpengaruh,Ya,[A] Nama Duplikat: Indikasi Profil Ganda. [B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
102,TUTI DHARMAWATI,Akuntansi (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6026341,https://scholar.google.com/citations?user=sZ6SJ3YAAAAJ,1790,320,8039320,1828960,110,276,9,9,12,11,4,16,15,11,3,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
103,MUZUNI,Bioteknologi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6012764,https://scholar.google.com/citations?user=mo-2njMAAAAJ,1016,300,6607070,1467220,109,303,9,9,10,9,8,17,7,10,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
104,SUHARTI ROSLAN,Sosiologi (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6028190,https://scholar.google.com/citations?user=m9dz2l8AAAAJ,132,30,5624630,1552980,108,267,8,5,11,5,5,13,24,22,2,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
105,NS. ADIUS KUSNAN,Keperawatan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors?q=NS.+ADIUS+KUSNAN&search=1,https://scholar.google.com/citations?user=HdMEgI0AAAAJ,0,0,0,0,107,789,14,19,12,16,18,11,6,13,5,Cukup,Tidak,
106,JAMALUDDIN HOS,Sosiologi (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/5974372,https://scholar.google.com/citations?user=u5h6SbgAAAAJ,950,296,7572220,1839800,107,359,10,11,11,7,4,3,13,20,12,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 333% di Tahun 2024. 
107,"DR. MUHAMMAD ANAS, M.SI.",Pendidikan IPA (S2),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6052412,https://scholar.google.com/citations?user=mn22uaYAAAAJ,1491,709,0,0,107,237,8,6,25,9,10,10,14,9,0,Berpengaruh,Tidak,
108,LA ODE MUHAMMAD GOLOK JAYA,Geografi (S2),Pascasarjana,https://sinta.kemdiktisaintek.go.id/authors/profile/259644,https://scholar.google.com/citations?user=e4yiHBIAAAAJ,1307,567,4926650,1140860,107,208,8,6,14,15,11,7,10,11,3,Berpengaruh,Tidak,
109,ASHMARITA,Antropologi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6183455,https://scholar.google.com/citations?user=dWx170oAAAAJ,156,36,4844980,1308710,106,90,4,2,7,9,15,9,12,13,0,Cukup,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
110,ASRIANTI ARIF,Kehutanan (S1),Fakultas Kehutanan dan Ilmu Lingkungan,https://sinta.kemdiktisaintek.go.id/authors/profile/5972656,https://scholar.google.com/citations?user=yWlhL-sAAAAJ,647,137,6098370,868233,105,628,12,16,12,15,11,7,4,4,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
111,ANALUDDIN,Bioteknologi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5973441,https://scholar.google.com/citations?user=6dvZWrAAAAAJ,1648,373,7857020,493791,104,2299,18,32,5,5,6,7,7,1,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
112,ZULFIAH LARISU,Administrasi Pembangunan (S2),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6197330,https://scholar.google.com/citations?user=6hmSwtMAAAAJ,627,296,4068100,2090460,104,689,11,12,8,6,17,20,22,15,3,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
113,SYAMSUDDIN,Peternakan (S1),Fakultas Peternakan,https://sinta.kemdiktisaintek.go.id/authors/profile/6739782,https://scholar.google.com/citations?user=Mx65PXgAAAAJ,865,641,0,0,104,282,9,8,12,13,24,18,14,0,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
114,BUDIYANTO,Agribisnis (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6758983,https://scholar.google.com/citations?user=87DcmksAAAAJ,3901,1016,3901,1016,103,206,7,4,10,13,7,10,9,8,1,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
115,ABDI,Agribisnis (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/203032,https://scholar.google.com/citations?user=4Hedr2oAAAAJ,1668,879,0,0,102,1453,16,16,2,4,7,9,10,7,2,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
116,MUH. RUSDIN,Peternakan (S1),Fakultas Peternakan,https://sinta.kemdiktisaintek.go.id/authors?q=MUH.+RUSDIN&search=1,https://scholar.google.com/citations?user=yRVmkdIAAAAJ,0,0,0,0,102,337,10,10,3,12,10,25,16,7,4,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
117,SYAWAL KAMILUDDIN SAPTAPUTRA,Kesehatan Masyarakat (S1),Fakultas Kesehatan Masyarakat,https://sinta.kemdiktisaintek.go.id/authors/profile/5973805,https://scholar.google.com/citations?user=79kQI1sAAAAJ,507,245,5736470,2485310,102,291,10,11,6,4,7,7,20,27,3,Produktif,Tidak,
118,ASTRIANA NAPIRAH,Peternakan (S1),Fakultas Peternakan,https://sinta.kemdiktisaintek.go.id/authors/profile/5976978,https://scholar.google.com/citations?user=6yAyJvUAAAAJ,830,252,6142740,996123,100,459,10,11,22,10,9,10,13,10,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
119,HANDRAWAN,Ilmu Hukum (S1),Fakultas Hukum,https://sinta.kemdiktisaintek.go.id/authors/profile/6683371,https://scholar.google.com/citations?user=BdYiKf4AAAAJ,540,144,3963180,2722750,100,279,9,8,13,3,14,39,18,4,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. [D] Lonjakan Tidak Wajar: 367% di Tahun 2022. 
120,ROSLINDAH DAENG SIANG,Agrobisnis Perikanan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/259627,https://scholar.google.com/citations?user=xwvd4jQAAAAJ,924,399,4007210,1402930,100,192,7,4,2,0,4,12,14,20,10,Berpengaruh,Tidak,
121,"DR. SYAMSUL ALAM, M.SI",Ilmu Pemerintahan (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6738730,https://scholar.google.com/citations?user=A9GUOxMAAAAJ,641,279,0,0,100,178,6,4,6,4,10,9,14,12,5,Produktif,Tidak,
122,SYAMSUL ALAM,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6738730,https://scholar.google.com/citations?user=A9GUOxMAAAAJ,641,279,0,0,100,178,6,4,6,4,10,9,14,12,5,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
123,SITTI WIRDHANA AHMAD,Biologi (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/5988913,https://scholar.google.com/citations?user=QmSySekAAAAJ,1239,373,5180210,942882,99,401,11,14,7,17,4,9,8,13,3,Berpengaruh,Tidak,
124,NURWATI,Ilmu Manajemen (S2),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5978181,https://scholar.google.com/citations?user=TStXyAwAAAAJ,1402,551,1402,551,99,282,9,8,13,16,10,12,15,2,0,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
125,HAMDAN HAS,Peternakan (S1),Fakultas Peternakan,https://sinta.kemdiktisaintek.go.id/authors/profile/5978137,https://scholar.google.com/citations?user=eSR0oDQAAAAJ,503,118,3807200,139291,98,363,9,9,23,15,7,8,11,9,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
126,AKHMAD MARHADI,Antropologi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6085336,https://scholar.google.com/citations?user=IRS9N9QAAAAJ,640,328,3777340,548128,98,147,6,4,8,5,5,14,11,7,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
127,HASNAWATI,Pendidikan Matematika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6663640,https://scholar.google.com/citations?user=rJ1MrfIAAAAJ,1358,438,1000,297,97,580,12,17,4,2,2,6,9,9,1,Berpengaruh,Ya,[A] Nama Duplikat: Indikasi Profil Ganda. [B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
128,HALILI,Manajemen Sumber Daya Perairan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5973136,https://scholar.google.com/citations?user=7fqV0PIAAAAJ,487,97,4088150,1812900,97,305,9,9,15,8,6,8,13,9,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
129,ASRAMID YASIN,Ilmu Lingkungan (S1),Fakultas Kehutanan dan Ilmu Lingkungan,https://sinta.kemdiktisaintek.go.id/authors/profile/5979653,https://scholar.google.com/citations?user=Z56jscoAAAAJ,893,386,5012150,1805860,97,217,9,8,10,19,9,7,11,21,5,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
130,SJAMSU ALAM LAWELLE,Agrobisnis Perikanan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6766661,https://scholar.google.com/citations?user=vhkB7AQAAAAJ,903,406,3870220,1124660,97,130,6,2,5,7,8,16,10,16,7,Berpengaruh,Tidak,
131,JAFAR AHIRI,Pendidikan Ilmu Pengetahuan Sosial (S2),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6034570,https://scholar.google.com/citations?user=zleAVc8AAAAJ,261,86,4226960,1575180,96,1225,12,13,7,5,5,9,20,20,10,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
132,I PUTU SUDAYASA,Kedokteran (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/5973177,https://scholar.google.com/citations?user=onJD8Q0AAAAJ,472,147,4395720,923425,96,604,11,13,12,6,7,5,15,13,7,Produktif,Tidak,
133,LA ODE NGKOIMANI,Teknik Geologi (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/5984928,https://scholar.google.com/citations?user=UJEMb54AAAAJ,576,0,3930780,0,96,599,10,11,5,5,4,6,3,5,1,Produktif,Tidak,
134,BARU SADARUN,Ilmu Kelautan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/6654330,https://scholar.google.com/citations?user=mAT68ywAAAAJ,994,263,3335110,414132,95,394,11,12,13,13,9,5,8,11,7,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
135,LA MISU,Pendidikan Matematika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/5990870,https://scholar.google.com/citations?user=_xEiZGQAAAAJ,982,260,4838820,736132,95,334,9,8,7,9,9,7,3,9,1,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
136,DEWI ANGGRAINI,Sosiologi (S1),Fakultas Ilmu Sosial dan Ilmu Politik,https://sinta.kemdiktisaintek.go.id/authors/profile/6663993,https://scholar.google.com/citations?user=myX5OcgAAAAJ,1317,487,1317,487,95,218,7,4,6,7,15,13,19,17,1,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
137,LUKMAN YUNUS,Perencanaan Dan Pengembangan Wilayah (S2),Pascasarjana,https://sinta.kemdiktisaintek.go.id/authors/profile/6648562,https://scholar.google.com/citations?user=w3Lu3NoAAAAJ,732,273,4813620,1295340,94,448,10,10,5,4,3,9,18,19,2,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
138,HENNY KASMAWATI,Farmasi (S2),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/6004199,https://scholar.google.com/citations?user=oi5G8WUAAAAJ,916,359,4903800,1764390,94,319,11,12,14,4,9,11,15,13,3,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
139,LAODE AHARUDDIN KAPEGE,Unknown,Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6925618,https://scholar.google.com/citations?user=iPwHIpIAAAAJ,170,86,5487500,2911180,94,240,8,3,15,10,11,21,22,1,0,Cukup,Tidak,
140,ABDUL JALIL,Antropologi (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6050332,https://scholar.google.com/citations?user=rKGpZXIAAAAJ,1247,457,0,0,94,207,6,6,6,14,8,8,12,15,3,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
141,AKHMAD MANSYUR,Agrobisnis Perikanan (S1),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/5973570,https://scholar.google.com/citations?user=0SBHI2sAAAAJ,460,102,1961120,397898,94,65,4,0,3,8,16,10,11,10,6,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
142,MUHAMMAD HAJRUL MALAKA,Farmasi (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/259658,https://scholar.google.com/citations?user=MSEh9YgAAAAJ,821,347,5701020,1465720,93,625,14,25,11,15,10,11,11,4,0,Produktif,Tidak,
143,MUHAIMIN HAMZAH,Budidaya Perairan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/5981156,https://scholar.google.com/citations?user=-XcGApAAAAAJ,874,220,4153920,1089780,93,332,7,5,5,6,9,6,15,9,5,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
144,DEWI NURHAYATI YUSUF,Perencanaan Dan Pengembangan Wilayah (S2),Pascasarjana,https://sinta.kemdiktisaintek.go.id/authors/profile/6101534,https://scholar.google.com/citations?user=c1wtqKUAAAAJ,762,190,3441250,1095950,93,295,8,8,11,15,8,12,10,12,3,Produktif,Tidak,
145,LUH SUKARIASIH,Pendidikan Vokasional Teknik Elektronika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6670833,https://scholar.google.com/citations?user=vlvuczEAAAAJ,718,152,5517730,1631280,92,581,13,16,23,4,9,9,13,9,6,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
146,KODIRUN,Pendidikan Matematika (S1),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/6830040,https://scholar.google.com/citations?user=Eb5tNzAAAAAJ,519,126,2573500,1128890,92,546,9,9,6,4,6,12,12,11,0,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
147,FUAD NUR,Ilmu Hukum (S1),Fakultas Hukum,https://sinta.kemdiktisaintek.go.id/authors/profile/6669175,https://scholar.google.com/citations?user=epaUYZkAAAAJ,714,482,2982930,2105200,92,312,10,11,0,1,0,9,30,35,9,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
148,NINI HASRIANI ASWAD,Teknik Kelautan (S1),Fakultas Perikanan dan Ilmu Kelautan,https://sinta.kemdiktisaintek.go.id/authors/profile/6104078,https://scholar.google.com/citations?user=GlhXKtsAAAAJ,1121,384,3694650,1790510,92,283,7,6,6,3,8,4,8,34,9,Berpengaruh,Ya,[D] Lonjakan Tidak Wajar: 325% di Tahun 2025. 
149,NUR ASYIK SP. M. SI.,Teknologi Pangan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors?q=NUR+ASYIK+SP.+M.+SI.&search=1,https://scholar.google.com/citations?user=v-BvRqwAAAAJ,0,0,0,0,92,266,10,11,4,1,10,5,5,9,1,Rendah,Ya,[D] Lonjakan Tidak Wajar: 900% di Tahun 2022. 
150,BASRUDIN,Kehutanan (S1),Fakultas Kehutanan dan Ilmu Lingkungan,https://sinta.kemdiktisaintek.go.id/authors/profile/6041995,https://scholar.google.com/citations?user=XCZAn6cAAAAJ,712,269,4211540,2346420,92,130,6,3,8,15,13,10,13,24,1,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
151,SRI SUSANTY,Pendidikan Profesi Ners (Profesi),Fakultas Keguruan dan Ilmu Pendidikan,https://sinta.kemdiktisaintek.go.id/authors/profile/5994519,https://scholar.google.com/citations?user=p4MacgsAAAAJ,1547,998,0,0,91,3132,14,21,7,2,7,15,20,21,3,Berpengaruh,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
152,RH FITRI FARADILLA,Teknologi Pangan (S1),Fakultas Lainnya,https://sinta.kemdiktisaintek.go.id/authors/profile/6031931,https://scholar.google.com/citations?user=KGnz2WYAAAAJ,1137,174,6099300,1153690,91,841,13,16,10,3,2,7,16,12,6,Berpengaruh,Tidak,
153,LA ODE AHMAD NUR RAMADHAN,Kimia (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors/profile/259746,https://scholar.google.com/citations?user=0XyH9FsAAAAJ,1364,389,4398710,909803,91,661,14,19,8,10,5,8,10,9,3,Berpengaruh,Tidak,
154,SUDIRMAN ZAID,Ilmu Manajemen (S3),Fakultas Ekonomi dan Bisnis,https://sinta.kemdiktisaintek.go.id/authors/profile/6017698,https://scholar.google.com/citations?user=8IDEEVgAAAAJ,662,220,4519990,1156640,91,628,10,12,13,5,4,7,8,22,8,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
155,ARUM DIAN PRATIWI,Kesehatan Masyarakat (S1),Fakultas Kesehatan Masyarakat,https://sinta.kemdiktisaintek.go.id/authors/profile/6073963,https://scholar.google.com/citations?user=qejSRRMAAAAJ,339,125,5009180,1157510,91,538,10,12,15,5,4,2,14,15,9,Produktif,Ya,[D] Lonjakan Tidak Wajar: 600% di Tahun 2024. 
156,MUHAMMAD NADZIRIN ANSHARI NUR,Teknik Elektro (S1),Fakultas Teknik,https://sinta.kemdiktisaintek.go.id/authors/profile/5972893,https://scholar.google.com/citations?user=pV7dEi4AAAAJ,1163,362,5607480,1392080,91,483,13,19,7,4,10,6,17,6,0,Berpengaruh,Tidak,
157,M. JAHIDING,Fisika (S1),Fakultas MIPA,https://sinta.kemdiktisaintek.go.id/authors?q=M.+JAHIDING&search=1,https://scholar.google.com/citations?user=QbgniTsAAAAJ,0,0,0,0,91,457,12,16,5,8,7,7,10,7,1,Rendah,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
158,SAHINDOMI BANA,Kehutanan (S1),Fakultas Kehutanan dan Ilmu Lingkungan,https://sinta.kemdiktisaintek.go.id/authors/profile/5983482,https://scholar.google.com/citations?user=19xJwxEAAAAJ,540,248,4149750,1637390,91,231,7,7,6,8,7,13,16,16,6,Produktif,Ya,[B] Nama Umum: Risiko Auto-Klaim Jurnal Tinggi. 
